"gene";"ensembl_gene_id";"gene_biotype";"chromosome_name";"start";"end";"g_score";"mutsig";"avg_expr";"sirna"
"CDC25B";"ENSG00000101224";"protein_coding";20;3786772;3806121;0.00593;-0.978944098;8.345695785;-0.151716476
"CDC25C";"ENSG00000158402";"protein_coding";5;138285265;138338355;NA;0;3.56741284;0.402282929
"CDC26";"ENSG00000176386";"protein_coding";9;113255835;113275589;0.027516;0;6.967404652;-2.33483697
"CDC27";"ENSG00000004897";"protein_coding";17;47117703;47189422;0.0304631318205273;-1.670007255;9.837504919;0.611032884
"CDC34";"ENSG00000099804";"protein_coding";19;531712;542092;0.00433;-1.822638559;9.953582625;0.216705408
"CDC37";"ENSG00000105401";"protein_coding";19;10391134;10420121;0.004149;-0.498280478;11.72335012;-0.119988068
"CDC37L1";"ENSG00000106993";"protein_coding";9;4679559;4708398;0.000804;0;8.845832085;0.204901331
"CDC40";"ENSG00000168438";"protein_coding";6;110180141;110254275;0.005246;-0.492996675;9.199931977;-0.924289364
"CDC42";"ENSG00000070831";"protein_coding";1;22052627;22092946;0.009797;0;12.07253256;-1.065304513
"CDC42BPA";"ENSG00000143776";"protein_coding";1;226989865;227318474;0.008753;0;10.7777813;-1.002323028
"CDC42BPB";"ENSG00000198752";"protein_coding";14;102932379;103057462;0.0236622208709694;-1.66888966;11.64775776;-0.392551339
"CDC42BPG";"ENSG00000171219";"protein_coding";11;64823387;64844569;NA;-0.183836183;8.905772527;0.130076157
"CDC42EP1";"ENSG00000128283";"protein_coding";22;37560447;37569405;0.0073;-0.94835974;10.0593234;-1.24117734
"CDC42EP2";"ENSG00000149798";"protein_coding";11;65314818;65322429;NA;0;8.49247128;0.262812608
"CDC42EP3";"ENSG00000163171";"protein_coding";2;37641882;37738468;0.007509;-0.554507607;10.19398928;0.79958123
"CDC42EP4";"ENSG00000179604";"protein_coding";17;73283624;73312175;0.038134;0;10.45707748;0.072046046
"CDC42EP5";"ENSG00000167617";"protein_coding";19;54465026;54473264;0.029332;NA;8.618213751;-1.348523143
"CDC42SE1";"ENSG00000197622";"protein_coding";1;151050971;151070325;0.072184;0;11.33798594;-0.034606563
"CDC42SE2";"ENSG00000158985";"protein_coding";5;131245493;131398447;0.021983;0;10.81255704;-0.099548793
"CDC45";"ENSG00000093009";"protein_coding";22;19479459;19520612;NA;-0.730406363;4.593719313;-0.953205392
"CDC5L";"ENSG00000096401";"protein_coding";6;44387525;44450426;0.011791;-0.356545524;9.90336094;0.760762453
"CDC6";"ENSG00000094804";"protein_coding";17;40287633;40304657;0.00163;-0.027573376;6.325260302;-0.635525195
"CDC7";"ENSG00000097046";"protein_coding";1;91500893;91525764;0.017357;-1.161335498;5.450756143;0.552804718
"CDC73";"ENSG00000134371";"protein_coding";1;193122017;193253901;0.007826;-0.036766168;10.29224944;0.072798655
"CDCA2";"ENSG00000184661";"protein_coding";8;25458997;25507920;0.00372;-2.7e-06;3.705272234;-0.55788764
"CDCA3";"ENSG00000111665";"protein_coding";12;6844793;6852066;0.009304;-0.423388629;5.456719319;NA
"CDCA4";"ENSG00000170779";"protein_coding";14;105009573;105021148;0.015409;0;7.475113824;0.058974417
"CDCA5";"ENSG00000146670";"protein_coding";11;65066300;65084164;NA;-0.704187299;6.45040675;1.297887573
"CDCA7";"ENSG00000144354";"protein_coding";2;173354820;173368997;0.014859;0;6.055508776;-0.07716858
"CDCA7L";"ENSG00000164649";"protein_coding";7;21900900;21946084;0.030487;-0.030520034;8.348625467;0.654604981
"CDCA8";"ENSG00000134690";"protein_coding";1;37692418;37709719;0;0;6.070170722;-0.640674624
"CDCP1";"ENSG00000163814";"protein_coding";3;45082278;45146422;0.000948;0;9.332237346;0.318703725
"CDCP2";"ENSG00000157211";"protein_coding";1;54132968;54153770;0.003058;-0.445850479;-0.485747003;-0.478665646
"CDH1";"ENSG00000039068";"protein_coding";16;68737225;68835548;0.005274;-1.586200016;13.47162825;0.206802658
"CDH10";"ENSG00000040731";"protein_coding";5;24487100;24644978;0.023306;-1.79e-05;5.553176541;-0.875567837
"CDH11";"ENSG00000140937";"protein_coding";16;64943753;65126112;0.003498;-0.098722485;8.877632214;-1.340204833
"CDH12";"ENSG00000154162";"protein_coding";5;21750673;22853622;0.022895139882067;-0.879914445;1.494788588;0.08333518
"CDH13";"ENSG00000140945";"protein_coding";16;82626803;83800640;0.00406278240089963;-0.112377298;7.29030742;0.566668567
"CDH15";"ENSG00000129910";"protein_coding";16;89171767;89195492;0.009042;-0.163959614;2.160667243;0.29109486
"CDH16";"ENSG00000166589";"protein_coding";16;66908122;66918984;0.003498;-0.599947226;NA;-0.144229998
"CDH17";"ENSG00000079112";"protein_coding";8;94127171;94217303;0.0919655;-0.0146439;3.395216264;0.182600339
"CDH18";"ENSG00000145526";"protein_coding";5;19472951;20575873;0.0190734230664426;-0.034326677;0.731531619;0.206248104
"CDH19";"ENSG00000071991";"protein_coding";18;66501083;66604138;0.004342;-1.257277594;3.199279169;-1.020147977
"CDH2";"ENSG00000170558";"protein_coding";18;27950966;28177446;0.001802;-0.019693959;5.58252698;-0.452522388
"CDH20";"ENSG00000101542";"protein_coding";18;61333582;61555773;0.004393;-0.142181151;0.561133361;-1.723243175
"CDH22";"ENSG00000149654";"protein_coding";20;46173733;46308498;0.0408580837974534;0;4.529302897;-0.780105334
"CDH23";"ENSG00000107736";"protein_coding";10;71396934;71815947;0.0141577142857143;-0.565919464;4.841050314;0.457738325
"CDH24";"ENSG00000139880";"protein_coding";14;23047062;23057538;NA;-2.075422429;6.34769748;1.185392342
"CDH26";"ENSG00000124215";"protein_coding";20;59958427;60034011;0.040042;-0.059264878;7.770589139;0.508836511
"CDH3";"ENSG00000062038";"protein_coding";16;68636189;68722616;0.005274;-1.954431352;9.591280055;0.787301821
"CDH4";"ENSG00000179242";"protein_coding";20;61252426;61940617;0.043281;-0.646022212;1.254497969;-0.482626746
"CDH5";"ENSG00000179776";"protein_coding";16;66366622;66404786;0.003498;-0.299290119;8.473768942;-0.154964578
"CDH6";"ENSG00000113361";"protein_coding";5;31193750;31329146;0.016468;-0.157234446;4.626963368;0.168181936
"CDH7";"ENSG00000081138";"protein_coding";18;65750252;65890341;0.001512;-0.051428672;4.552593076;-0.957166491
"CDH8";"ENSG00000150394";"protein_coding";16;61647242;62037035;0.006124;-0.201008964;1.273153143;0.52983034
"CDH9";"ENSG00000113100";"protein_coding";5;26880600;27121150;0.0239263741619486;-0.005325254;NA;-0.028312376
"CDHR1";"ENSG00000148600";"protein_coding";10;84194635;84219621;0.010542;-0.171863276;4.367014089;0.036709076
"CDHR2";"ENSG00000074276";"protein_coding";5;176542511;176595974;0.044787;-0.086153273;-0.099720682;-0.046232391
"CDHR3";"ENSG00000128536";"protein_coding";7;105876796;106033773;0.039549;-0.054167526;4.436564869;1.405233376
"CDHR4";"ENSG00000187492";"protein_coding";3;49790732;49799835;0.006158;0;1.040980295;NA
"CDHR5";"ENSG00000099834";"protein_coding";11;616565;626078;0.006475;-1e-07;0.03369864;0.226172436
"CDIP1";"ENSG00000089486";"protein_coding";16;4510675;4538828;0.010423;NA;NA;0.077551975
"CDIPT";"ENSG00000103502";"protein_coding";16;29858357;29863736;0.002977;0;11.32882433;0.79680846
"CDK1";"ENSG00000170312";"protein_coding";10;60778331;60794852;0.008729;-0.000278639;6.8586883;3.66622909
"CDK10";"ENSG00000185324";"protein_coding";16;89680737;89696364;NA;-0.61852684;9.746828737;-0.440242979
"CDK11A";"ENSG00000008128";"protein_coding";1;1702730;1724324;NA;0;8.908755029;1.934832407
"CDK11B";"ENSG00000248333";"protein_coding";1;1635227;1659012;NA;0;9.661386621;0.918018111
"CDK12";"ENSG00000167258";"protein_coding";17;39461511;39564907;0.00163;-9.433691445;10.049588;1.728063002
"CDK13";"ENSG00000065883";"protein_coding";7;39950037;40097134;0.0186119027750245;-1.759023777;9.630452851;0.407036249
"CDK14";"ENSG00000058091";"protein_coding";7;90466424;91210590;0.0456508262628174;-0.360350118;9.150697142;-2.031020622
"CDK15";"ENSG00000138395";"protein_coding";2;201790461;201895550;0.0181172307692308;0;0.485861184;-1.556876987
"CDK16";"ENSG00000102225";"protein_coding";23;47217860;47229997;0.01822;0;10.74203406;1.830655484
"CDK17";"ENSG00000059758";"protein_coding";12;96278261;96400560;0.052078;-0.001631931;9.405290225;-0.332857566
"CDK18";"ENSG00000117266";"protein_coding";1;205504595;205532793;0.024399;-0.28612848;7.518986238;0.257069014
"CDK19";"ENSG00000155111";"protein_coding";6;110609978;110815958;0.006685;-0.224168576;11.25079782;-0.548777111
"CDK2";"ENSG00000123374";"protein_coding";12;55966769;55972784;0.020688;0;8.936061462;-1.350899802
"CDK20";"ENSG00000156345";"protein_coding";9;87966441;87974753;0.005726;-0.620003974;7.860895313;-0.441035199
"CDK2AP1";"ENSG00000111328";"protein_coding";12;123260971;123272334;0.031703;0;11.28689681;0.242254501
"CDK2AP2";"ENSG00000167797";"protein_coding";11;67506497;67508649;0.099206;-2.625564311;10.49613417;-0.177186347
"CDK3";"ENSG00000250506";"protein_coding";17;76000906;76005999;0.046024;0;8.016608256;-0.957562601
"CDK4";"ENSG00000135446";"protein_coding";12;57747727;57756013;0.008206;0;11.07162513;-5.727122762
"CDK5";"ENSG00000164885";"protein_coding";7;151053812;151058530;0.035234;0;8.398606801;-1.367536421
"CDK5R1";"ENSG00000176749";"protein_coding";17;32486619;32491256;0.00372;0;6.152491708;0.399114049
"CDK5R2";"ENSG00000171450";"protein_coding";2;218959655;218962162;0.022882;0;1.463254373;1.019818374
"CDK5RAP1";"ENSG00000101391";"protein_coding";20;33358839;33401561;0.016716;-0.865529179;8.704881179;0.404263479
"CDK5RAP2";"ENSG00000136861";"protein_coding";9;120388869;120580170;0.040876356874784;-0.001904112;10.29194448;1.443656043
"CDK5RAP3";"ENSG00000108465";"protein_coding";17;47967810;47981774;0.022424;-0.666684818;11.45338881;0.66807272
"CDK6";"ENSG00000105810";"protein_coding";7;92604921;92836594;0.044845;0;9.296199513;2.717941819
"CDK7";"ENSG00000134058";"protein_coding";5;69234795;69277430;0;-3.736496986;8.757972139;-1.374270291
"CDK8";"ENSG00000132964";"protein_coding";13;26254104;26405238;0.03103;-0.481797545;7.095814688;1.811642206
"CDK9";"ENSG00000136807";"protein_coding";9;127785679;127790787;0.0475;0;10.1998145;-3.264507072
"CDKAL1";"ENSG00000145996";"protein_coding";6;20534457;21232404;0.0179665;0;7.779761552;0.787301821
"CDKL1";"ENSG00000100490";"protein_coding";14;50329404;50416461;0.012821;-1.104769606;4.461515323;0.492199893
"CDKL2";"ENSG00000138769";"protein_coding";4;75578005;75630716;0.029404;-3.963178941;3.388575428;-0.694149471
"CDKL3";"ENSG00000006837";"protein_coding";5;134286350;134371047;0.021484;-1.415066745;4.796725607;-0.827638531
"CDKL4";"ENSG00000205111";"protein_coding";2;39175646;39229588;0.011435;0;-0.477902952;-0.069602879
"CDKL5";"ENSG00000008086";"protein_coding";23;18425583;18653629;0.057303;-0.046465179;4.891767773;0.3582355
"CDKN1A";"ENSG00000124762";"protein_coding";6;36676460;36687339;0.008238;-2.160543143;10.78611576;1.002785645
"CDKN1B";"ENSG00000111276";"protein_coding";12;12715058;12722371;0.001394;-18.603823;10.41731025;0.473582724
"CDKN1C";"ENSG00000129757";"protein_coding";11;2883213;2885881;0.003456;NA;8.288222902;0.860978275
"CDKN2A";"ENSG00000147889";"protein_coding";9;21967753;21995301;0;-0.203041214;5.409555734;-0.809021362
"CDKN2AIP";"ENSG00000168564";"protein_coding";4;183444591;183448198;0.026424;0;8.62719194;-0.231809912
"CDKN2AIPNL";"ENSG00000237190";"protein_coding";5;134402087;134411898;0.025001;-2.175289226;8.854618252;0.299373559
"CDKN2B";"ENSG00000147883";"protein_coding";9;22002903;22009363;0;0;7.363615826;0.442686146
"CDKN2C";"ENSG00000123080";"protein_coding";1;50960745;50974633;0.002334;0;7.639754711;0.460511095
"CDKN2D";"ENSG00000129355";"protein_coding";19;10566462;10569059;0.005341;0;6.571110814;-0.912802174
"CDKN3";"ENSG00000100526";"protein_coding";14;54396849;54420218;0.003857;0;4.60125738;-1.085902232
"CDNF";"ENSG00000185267";"protein_coding";10;14819250;14838575;0.006201;0;5.418859745;-0.579673689
"CDO1";"ENSG00000129596";"protein_coding";5;115804733;115816954;0.011625;0;6.948927321;0.271923138
"CDON";"ENSG00000064309";"protein_coding";11;125955796;126063335;0.0255017960624915;0;7.944856111;0.055330206
"CDPF1";"ENSG00000205643";"protein_coding";22;46244011;46250679;0.00271;NA;NA;-0.221431831
"CDR1";"ENSG00000184258";"protein_coding";23;140782405;140784871;0.009691;-1.035803982;0.268280851;-0.298633665
"CDR2";"ENSG00000140743";"protein_coding";16;22345936;22437165;0.00805;-0.33443146;9.113912693;1.010707844
"CDR2L";"ENSG00000109089";"protein_coding";17;74987632;75005800;0.047274;0;9.052661017;-0.259854498
"CDRT1";"ENSG00000241322";"protein_coding";17;15565483;15619512;0.012765;-5e-07;0.205047269;-0.053639647
"CDRT15";"ENSG00000223510";"protein_coding";17;14235673;14236862;NA;-0.6279154;NA;NA
"CDRT15L2";"ENSG00000214819";"protein_coding";17;20579724;20580911;0.030998;NA;NA;NA
"CDRT4";"ENSG00000239704";"protein_coding";17;15436015;15503608;NA;0;8.075233772;-0.125969328
"CDS1";"ENSG00000163624";"protein_coding";4;84582979;84651338;0.0198;-1.027237097;9.846398313;-0.039498522
"CDS2";"ENSG00000101290";"protein_coding";20;5126786;5197887;0.005952;-0.1864338;9.355846635;-0.480646196
"CDSN";"ENSG00000204539";"protein_coding";6;31115090;31120446;0.014518;0;2.403584528;-1.138188748
"CDT1";"ENSG00000167513";"protein_coding";16;88803213;88809258;0.009042;0;6.189220265;-0.086081054
"CDV3";"ENSG00000091527";"protein_coding";3;133573730;133590261;0.066434;0;11.02578672;-0.159678287
"CDX1";"ENSG00000113722";"protein_coding";5;150166795;150184558;0.021641;-1.572062169;0.504949287;-0.515107764
"CDX2";"ENSG00000165556";"protein_coding";13;27962137;27971139;0.026722;0;3.442921001;0.143464674
"CDX4";"ENSG00000131264";"protein_coding";23;73447254;73455245;0.003106;0;NA;0.233460859
"CDY1";"ENSG00000172288";"protein_coding";23;25622162;25624902;0.044829;NA;NA;-0.065324892
"CDY1B";"ENSG00000172352";"protein_coding";23;24045229;24048019;0.051407;NA;NA;-0.065324892
"CDY2A";"ENSG00000182415";"protein_coding";23;18025787;18028597;0.057303;NA;NA;-0.084853113
"CDY2B";"ENSG00000129873";"protein_coding";23;17877410;17880220;0.057303;NA;-0.132070728;-0.084853113
"CDYL";"ENSG00000153046";"protein_coding";6;4706159;4955551;0.012453;-1.004640914;8.509234046;-0.391283787
"CDYL2";"ENSG00000166446";"protein_coding";16;80597906;80804329;0.001936;0;7.54678841;1.012292284
"CEACAM1";"ENSG00000079385";"protein_coding";19;42507304;42561234;0.003388;0;9.016904457;0.226410102
"CEACAM16";"ENSG00000213892";"protein_coding";19;44699151;44710714;0.002891;-1.142365136;-0.101093534;NA
"CEACAM18";"ENSG00000213822";"protein_coding";19;51478622;51490952;0.024257;0;NA;NA
"CEACAM19";"ENSG00000186567";"protein_coding";19;44662278;44684359;0.002891;0;6.672083163;1.61873665
"CEACAM20";"ENSG00000273777";"protein_coding";19;44501677;44529788;0.002891;0;4.857936385;0.00481034
"CEACAM21";"ENSG00000007129";"protein_coding";19;41549518;41586844;0.005366;0;2.49138926;-0.575712589
"CEACAM3";"ENSG00000170956";"protein_coding";19;41796437;41811553;0.007539;0;0.017432714;1.285608164
"CEACAM4";"ENSG00000105352";"protein_coding";19;41618971;41627074;0.005366;-0.931285849;0.980267405;-0.073762034
"CEACAM5";"ENSG00000105388";"protein_coding";19;41708585;41729798;0.007539;0;4.211723078;-0.446580739
"CEACAM6";"ENSG00000086548";"protein_coding";19;41750977;41772208;0.007539;-2.503360438;5.391462722;-0.966673131
"CEACAM7";"ENSG00000007306";"protein_coding";19;41673307;41706976;0.007539;-1.557844063;0.78016249;-0.799118613
"CEACAM8";"ENSG00000124469";"protein_coding";19;42580241;42595055;0.003388;0;NA;0.592019605
"CEBPA";"ENSG00000245848";"protein_coding";19;33299934;33302564;0.011234;0;9.678747735;-0.294791398
"CEBPB";"ENSG00000172216";"protein_coding";20;50190734;50192689;0.039976;-3.290435738;9.310579488;0.221062617
"CEBPD";"ENSG00000221869";"protein_coding";8;47736909;47739086;0.029219;0;10.28820798;0.267090596
"CEBPE";"ENSG00000092067";"protein_coding";14;23117304;23119616;NA;-1.373796782;-0.144284774;0.32523954
"CEBPG";"ENSG00000153879";"protein_coding";19;33373330;33382686;0.011234;-1.560513472;9.750395611;-0.066948942
"CEBPZ";"ENSG00000115816";"protein_coding";2;37201612;37231713;0.00553;-0.272440025;10.07405765;0.116846084
"CEBPZOS";"ENSG00000218739";"protein_coding";2;37196488;37216193;0.00553;NA;NA;NA
"CECR2";"ENSG00000099954";"protein_coding";22;17359949;17558149;0.009343;-0.111497531;5.88796043;NA
"CEL";"ENSG00000170835";"protein_coding";9;133061978;133071861;0.020229;0;4.468402392;-0.176473349
"CELA1";"ENSG00000139610";"protein_coding";12;51328443;51346679;0.023001;-0.836390034;NA;-0.993608609
"CELA2A";"ENSG00000142615";"protein_coding";1;15456728;15472091;0.010953;-0.585433695;NA;0.029107725
"CELA2B";"ENSG00000215704";"protein_coding";1;15465909;15491400;0.010953;-1.340995618;NA;0.108052443
"CELA3A";"ENSG00000142789";"protein_coding";1;22001656;22012539;0.009797;-1.581733742;NA;-0.026696247
"CELA3B";"ENSG00000219073";"protein_coding";1;21977021;21998642;0.009797;0;NA;-0.663252893
"CELF1";"ENSG00000149187";"protein_coding";11;47465933;47565569;0;-1.329072416;10.66103984;-0.666817883
"CELF2";"ENSG00000048740";"protein_coding";10;10798397;11336675;0.00524461082942696;-1.829045846;8.786007598;-0.42756746
"CELF3";"ENSG00000159409";"protein_coding";1;151702404;151716814;0.066607;-0.714333637;0.848457905;-0.868833968
"CELF4";"ENSG00000101489";"protein_coding";18;37243047;37566037;0.00665885997261915;-0.450017489;3.537092841;1.164002403
"CELF5";"ENSG00000161082";"protein_coding";19;3224703;3297076;0.0061311755667411;0;4.494883186;-1.120363799
"CELF6";"ENSG00000140488";"protein_coding";15;72284727;72320129;0.011063;-1.942840764;5.549682091;0.459322765
"CELSR1";"ENSG00000075275";"protein_coding";22;46360834;46537170;0.000628549339330897;0;9.192410632;0.276319958
"CELSR2";"ENSG00000143126";"protein_coding";1;109250019;109275750;0.009905;-0.171558368;9.038733274;0.590831275
"CELSR3";"ENSG00000008300";"protein_coding";3;48636469;48662915;0.003169;-0.006200785;6.211370171;0.725112555
"CEMIP";"ENSG00000103888";"protein_coding";15;80779343;80951776;0.006647;NA;NA;-0.109887263
"CEMP1";"ENSG00000205923";"protein_coding";16;2530035;2531417;0.028863;-0.416154739;7.838372788;NA
"CEND1";"ENSG00000184524";"protein_coding";11;787104;790123;0.006475;0;4.440880436;-0.793176963
"CENPA";"ENSG00000115163";"protein_coding";2;26764289;26801067;0.017362;0;3.87677066;-0.010942954
"CENPB";"ENSG00000125817";"protein_coding";20;3783851;3786690;0.00593;-0.40963248;10.84497766;0.351184743
"CENPBD1";"ENSG00000177946";"protein_coding";16;89969791;89972534;NA;0;8.34916747;-0.222105218
"CENPC";"ENSG00000145241";"protein_coding";4;67468748;67545606;0.016366;NA;NA;-0.744059327
"CENPE";"ENSG00000138778";"protein_coding";4;103105806;103198409;0.006825;-0.010048114;5.692284681;0.201613618
"CENPF";"ENSG00000117724";"protein_coding";1;214603195;214664588;0.01598;0;7.182977636;0.092722987
"CENPH";"ENSG00000153044";"protein_coding";5;69189548;69210357;0;0;6.303099836;-0.306674697
"CENPI";"ENSG00000102384";"protein_coding";23;101098218;101163681;0.002399;-0.704201252;2.162519431;-0.456483488
"CENPJ";"ENSG00000151849";"protein_coding";13;24882284;24922889;0.018914;-0.004589114;6.904528758;0.11747986
"CENPK";"ENSG00000123219";"protein_coding";5;65517766;65563171;0.002604;0;3.742098777;0.169805987
"CENPL";"ENSG00000120334";"protein_coding";1;173799550;173824720;0.010768;-0.890109472;6.183160203;0.005230216
"CENPM";"ENSG00000100162";"protein_coding";22;41938721;41947164;0.000814;0;5.888204234;1.514163618
"CENPN";"ENSG00000166451";"protein_coding";16;81006498;81033114;0.001936;0;10.55056963;-1.291483307
"CENPO";"ENSG00000138092";"protein_coding";2;24793136;24822376;0.017006;0;5.957258451;0.044278737
"CENPP";"ENSG00000188312";"protein_coding";9;92325484;92620533;0.006585;-0.000497324;5.57952837;NA
"CENPQ";"ENSG00000031691";"protein_coding";6;49463378;49493107;0.012465;0;6.233700606;NA
"CENPS";"ENSG00000175279";"protein_coding";1;10430443;10442809;0.007322;NA;NA;NA
"CENPS-CORT";"ENSG00000251503";"protein_coding";1;10430102;10452153;0.007322;NA;NA;NA
"CENPT";"ENSG00000102901";"protein_coding";16;67828157;67847811;0.006209;-0.050239429;9.094055097;2.047723748
"CENPU";"ENSG00000151725";"protein_coding";4;184694618;184734133;0.033665;NA;NA;-0.946867632
"CENPV";"ENSG00000166582";"protein_coding";17;16342534;16353656;0.016389;0;7.186274497;0.430010627
"CENPVL1";"ENSG00000223591";"protein_coding";23;51710512;51712131;0.007028;NA;NA;NA
"CENPVL2";"ENSG00000283093";"protein_coding";23;51681212;51682831;0.007028;NA;NA;NA
"CENPVL3";"ENSG00000224109";"protein_coding";23;51618055;51618918;0.007028;NA;NA;NA
"CENPW";"ENSG00000203760";"protein_coding";6;126340174;126348875;0.009893;0;5.70780361;0.36180049
"CENPX";"ENSG00000169689";"protein_coding";17;82018702;82024107;NA;NA;NA;NA
"CEP104";"ENSG00000116198";"protein_coding";1;3812081;3857214;0.028619;NA;NA;NA
"CEP112";"ENSG00000154240";"protein_coding";17;65635538;66192084;0.0283882988032128;NA;NA;NA
"CEP120";"ENSG00000168944";"protein_coding";5;123344885;123423592;0.024269;-1.267479325;8.663137287;-0.761488166
"CEP126";"ENSG00000110318";"protein_coding";11;101915015;102001058;0.017199471141786;NA;NA;NA
"CEP128";"ENSG00000100629";"protein_coding";14;80476983;80959517;0.0112464626079668;NA;NA;-0.440242979
"CEP131";"ENSG00000141577";"protein_coding";17;81189593;81222999;NA;NA;NA;-1.003511358
"CEP135";"ENSG00000174799";"protein_coding";4;55948871;56033363;0.0129335;-8.7e-06;6.593934117;1.07804654
"CEP152";"ENSG00000103995";"protein_coding";15;48712928;48811146;0.00899;-0.974312136;4.974296086;0.494576552
"CEP162";"ENSG00000135315";"protein_coding";6;84124241;84227635;0.003166;NA;NA;NA
"CEP164";"ENSG00000110274";"protein_coding";11;117314557;117413268;0.01662;-0.023109479;8.633179251;-0.038860784
"CEP170";"ENSG00000143702";"protein_coding";1;243124428;243255348;0.029996;-0.000241629;8.752243676;0.016642145
"CEP170B";"ENSG00000099814";"protein_coding";14;104865280;104896770;0.015409;NA;NA;NA
"CEP19";"ENSG00000174007";"protein_coding";3;196706277;196712293;0.032135;NA;NA;NA
"CEP192";"ENSG00000101639";"protein_coding";18;12991362;13125052;0.021849;-0.432891599;8.83544263;0.324011599
"CEP250";"ENSG00000126001";"protein_coding";20;35455164;35519280;0.014167;-0.023907418;9.72536727;-0.112620422
"CEP290";"ENSG00000198707";"protein_coding";12;88049014;88142216;0.03119;-0.128986991;8.752339609;0.993675116
"CEP295";"ENSG00000166004";"protein_coding";11;93661639;93730358;0.025078;NA;NA;0.949706909
"CEP295NL";"ENSG00000178404";"protein_coding";17;78870910;78903217;0.026755;NA;NA;NA
"CEP350";"ENSG00000135837";"protein_coding";1;179954738;180114880;0.014316;-2e-07;9.71941473;0.445458916
"CEP41";"ENSG00000106477";"protein_coding";7;130393771;130442433;0.021416;NA;NA;-0.329411409
"CEP44";"ENSG00000164118";"protein_coding";4;174283677;174333380;0.0272278365921788;NA;NA;NA
"CEP55";"ENSG00000138180";"protein_coding";10;93496632;93529092;0.011904;0;5.02411274;1.862740392
"CEP57";"ENSG00000166037";"protein_coding";11;95789965;95832693;0.01749;-1.538772574;9.470547384;-0.538478252
"CEP57L1";"ENSG00000183137";"protein_coding";6;109095110;109163932;0.0109965;NA;NA;0.711248706
"CEP63";"ENSG00000182923";"protein_coding";3;134485743;134575017;0.077642;-0.285279627;9.173298509;-0.078079633
"CEP68";"ENSG00000011523";"protein_coding";2;65056366;65087004;0.003994;0;9.029247872;0.271408195
"CEP70";"ENSG00000114107";"protein_coding";3;138494344;138594538;0.080379;0;9.057444771;0.93267418
"CEP72";"ENSG00000112877";"protein_coding";5;612272;667168;NA;-0.268503561;5.701941675;0.069431721
"CEP76";"ENSG00000101624";"protein_coding";18;12661833;12702777;0.0126519838040826;-1.328560313;6.711449083;0.02602599
"CEP78";"ENSG00000148019";"protein_coding";9;78236062;78279690;0.005956;0;7.364358794;0.900193163
"CEP83";"ENSG00000173588";"protein_coding";12;94306449;94459988;0.0556256969213915;NA;NA;NA
"CEP85";"ENSG00000130695";"protein_coding";1;26234153;26279038;0.008613;NA;NA;-0.38466875
"CEP85L";"ENSG00000111860";"protein_coding";6;118460772;118710075;0.0021044974697779;NA;NA;NA
"CEP89";"ENSG00000121289";"protein_coding";19;32875925;32971991;0.00504;NA;NA;0.702138177
"CEP95";"ENSG00000258890";"protein_coding";17;64506588;64542461;0.030237;NA;NA;0.607071784
"CEP97";"ENSG00000182504";"protein_coding";3;101723925;101770562;0.011021;-0.001539985;6.134330138;NA
"CEPT1";"ENSG00000134255";"protein_coding";1;111139627;111185102;0.009862;0;8.998375411;-0.811398022
"CER1";"ENSG00000147869";"protein_coding";9;14719724;14722717;0.011653;0;NA;-0.140189676
"CERCAM";"ENSG00000167123";"protein_coding";9;128411751;128437351;0.030481;-0.931611752;9.333610168;-0.227254648
"CERK";"ENSG00000100422";"protein_coding";22;46684411;46738261;0.001807;-0.382843663;8.211532219;0.005562949
"CERKL";"ENSG00000188452";"protein_coding";2;181536676;181680665;0.010666;-0.059134377;4.679208616;0.504083192
"CERS1";"ENSG00000223802";"protein_coding";19;18868545;18896727;0.003873;NA;NA;0.566668567
"CERS2";"ENSG00000143418";"protein_coding";1;150960583;150975004;0.072184;NA;NA;-1.431310126
"CERS3";"ENSG00000154227";"protein_coding";15;100400395;100544995;0.01752;NA;NA;-0.361456706
"CERS4";"ENSG00000090661";"protein_coding";19;8206736;8262421;0.002957;NA;NA;0.097476306
"CERS5";"ENSG00000139624";"protein_coding";12;50129306;50167533;0.00365845133402682;NA;NA;0.054221098
"CERS6";"ENSG00000172292";"protein_coding";2;168455862;168775137;0.010936;NA;NA;1.690828665
"CES1";"ENSG00000198848";"protein_coding";16;55802851;55833337;0.009795;-1.741157234;9.019507836;-0.614135256
"CES2";"ENSG00000172831";"protein_coding";16;66934444;66945096;0.003498;-0.023929336;10.25006353;-0.15860879
"CES3";"ENSG00000172828";"protein_coding";16;66961237;66975148;0.003498;-0.219145429;3.574317222;2.729825118
"CES4A";"ENSG00000172824";"protein_coding";16;66988589;67009758;0.003498;NA;NA;0.629650052
"CES5A";"ENSG00000159398";"protein_coding";16;55846154;55956031;0.009795;NA;NA;-1.045102905
"CETN1";"ENSG00000177143";"protein_coding";18;580357;582114;0.005082;0;NA;0.034728526
"CETN2";"ENSG00000147400";"protein_coding";23;152826973;152830777;0.017137;0;10.14938568;-0.03985502
"CETN3";"ENSG00000153140";"protein_coding";5;90392261;90409786;0.005858;0;8.202915363;0.346193757
"CETP";"ENSG00000087237";"protein_coding";16;56961850;56983845;0.006514;-1.108658988;2.683748289;-0.618096356
"CFAP100";"ENSG00000163885";"protein_coding";3;126394939;126436556;0.056599;NA;NA;NA
